Complaint ID,Date received,Product,Sub-product,Issue,Company public response,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Timely response?,Consumer disputed?,Company response to consumer
3481392,12/31/2019,Mortgage,VA mortgage,Struggling to pay mortgage,No,"PENNYMAC LOAN SERVICES, LLC.",TX,78250,Consent provided,Web,12/31/2019,Yes,Unknown,Closed with non-monetary relief
3479162,12/28/2019,Mortgage,VA mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,75023,Consent provided,Web,12/28/2019,Yes,Unknown,Closed with explanation
3478150,12/27/2019,Mortgage,FHA mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,78754,Consent provided,Web,12/27/2019,Yes,Unknown,Closed with explanation
3478892,12/27/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Specialized Loan Servicing Holdings LLC,TX,76001,Consent provided,Web,12/27/2019,Yes,Unknown,Closed with explanation
3478257,12/26/2019,Mortgage,FHA mortgage,Trouble during payment process,Yes,"Flagstar Bank, N.A.",TX,75068,Consent provided,Web,12/26/2019,Yes,Unknown,Closed with explanation
3479082,12/26/2019,Mortgage,Other type of mortgage,Closing on a mortgage,Yes,"Flagstar Bank, N.A.",TX,75418,Unknown,Referral,12/27/2019,Yes,Unknown,Closed with explanation
3477136,12/25/2019,Mortgage,VA mortgage,Closing on a mortgage,Yes,Southwest Business Corporation,TX,77095,Consent provided,Web,12/25/2019,No,Unknown,Closed with explanation
3476856,12/24/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,77904,Consent provided,Web,12/24/2019,Yes,Unknown,Closed with explanation
3475957,12/23/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Selene Finance LP,TX,78229,Unknown,Phone,12/23/2019,Yes,Unknown,Closed with explanation
3476302,12/23/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,U.S. BANCORP,TX,78109,Consent provided,Web,12/23/2019,Yes,Unknown,Closed with explanation
3476160,12/23/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,76248,Consent provided,Web,12/23/2019,Yes,Unknown,Closed with non-monetary relief
3476500,12/23/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Home Point Financial Corporation,TX,75039,Consent provided,Web,1/6/2020,Yes,Unknown,Closed with explanation
3474976,12/21/2019,Mortgage,FHA mortgage,Trouble during payment process,No,WESTSTAR MORTGAGE CORPORATION,TX,77901,Consent provided,Web,12/21/2019,Yes,Unknown,Closed with explanation
3475605,12/20/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,Mr. Cooper Group Inc.,TX,76054,Unknown,Referral,12/23/2019,Yes,Unknown,Closed with explanation
3474067,12/20/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,DHI Mortgage Company,TX,75189,Consent provided,Web,12/20/2019,Yes,Unknown,Closed with explanation
3473622,12/20/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,AMERISAVE MORTGAGE CORPORATION,TX,75001,Consent not provided,Web,12/20/2019,Yes,Unknown,Closed with monetary relief
3477822,12/20/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,76449,Unknown,Referral,12/26/2019,Yes,Unknown,Closed with explanation
3474051,12/20/2019,Mortgage,VA mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,75227,Consent provided,Web,12/20/2019,Yes,Unknown,Closed with explanation
3472452,12/19/2019,Mortgage,FHA mortgage,Closing on a mortgage,No,Finance of America Mortgage LLC,TX,75080,Consent provided,Web,12/20/2019,Yes,Unknown,Closed with explanation
3471964,12/18/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"Fay Servicing, LLC",TX,75025,Consent provided,Web,12/18/2019,Yes,Unknown,Closed with explanation
3471451,12/18/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77429,Consent provided,Web,12/18/2019,Yes,Unknown,Closed with monetary relief
3471202,12/18/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,Freedom Mortgage Company,TX,75071,Consent provided,Web,12/18/2019,Yes,Unknown,Closed with explanation
3471940,12/18/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Shellpoint Partners, LLC",TX,75025,Consent provided,Web,12/18/2019,Yes,Unknown,Closed with explanation
3470705,12/17/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,Freedom Mortgage Company,TX,78245,Consent provided,Web,12/17/2019,Yes,Unknown,Closed with explanation
3470104,12/17/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Shellpoint Partners, LLC",TX,77583,Consent provided,Web,12/17/2019,Yes,Unknown,Closed with explanation
3470470,12/17/2019,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,NAVY FEDERAL CREDIT UNION,TX,76164,Unknown,Postal mail,12/17/2019,Yes,Unknown,Closed with explanation
3468327,12/14/2019,Mortgage,FHA mortgage,Trouble during payment process,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,76002,Consent provided,Web,12/14/2019,Yes,Unknown,Closed with explanation
3467480,12/13/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"TIAA, FSB",TX,77385,Unknown,Referral,12/13/2019,Yes,Unknown,Closed with explanation
3467714,12/13/2019,Mortgage,FHA mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,75068,Consent provided,Web,12/13/2019,Yes,Unknown,Closed with explanation
3467245,12/13/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"TIAA, FSB",TX,77385,Consent provided,Web,12/16/2019,Yes,Unknown,Closed with explanation
3467049,12/13/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,No,BBVA FINANCIAL CORPORATION,TX,76028,Consent not provided,Web,12/13/2019,Yes,Unknown,Closed with non-monetary relief
3466278,12/12/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77551,Unknown,Phone,12/12/2019,Yes,Unknown,Closed with explanation
3466892,12/12/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,"WOLFE FINANCIAL, INC.",TX,77494,Consent provided,Web,12/12/2019,Yes,Unknown,Closed with explanation
3464549,12/11/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,78610,Consent provided,Web,12/11/2019,Yes,Unknown,Closed with explanation
3464461,12/11/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"Flatonia Investments, LLC",TX,77401,Unknown,Phone,12/11/2019,Yes,Unknown,Closed with explanation
3465350,12/11/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"Fay Servicing, LLC",TX,77469,Unknown,Phone,12/12/2019,Yes,Unknown,Closed with explanation
3465385,12/11/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,Ocwen Financial Corporation,TX,75154,Consent provided,Web,12/11/2019,Yes,Unknown,Closed with explanation
3465111,12/11/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"PLANET HOME LENDING, LLC",TX,75208,Unknown,Referral,12/12/2019,Yes,Unknown,Closed with explanation
3463806,12/10/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Rocket Mortgage, LLC",TX,75041,Unknown,Postal mail,12/10/2019,Yes,Unknown,Closed with explanation
3463885,12/10/2019,Mortgage,FHA mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,75094,Consent not provided,Web,12/10/2019,Yes,Unknown,Closed with explanation
3463577,12/10/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,JPMORGAN CHASE & CO.,TX,77040,Unknown,Referral,12/10/2019,Yes,Unknown,Closed with explanation
3464256,12/10/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,No,JPMORGAN CHASE & CO.,TX,77355,Consent not provided,Web,12/10/2019,Yes,Unknown,Closed with monetary relief
3462652,12/9/2019,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,NAVY FEDERAL CREDIT UNION,TX,77019,Unknown,Referral,12/9/2019,Yes,Unknown,Closed with monetary relief
3461953,12/8/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Specialized Loan Servicing Holdings LLC,TX,79763,Consent provided,Web,12/8/2019,Yes,Unknown,Closed with explanation
3461601,12/8/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,75007,Consent provided,Web,12/8/2019,Yes,Unknown,Closed with explanation
3461513,12/7/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,JPMORGAN CHASE & CO.,TX,77080,Consent provided,Web,12/7/2019,Yes,Unknown,Closed with explanation
3461717,12/7/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"Shellpoint Partners, LLC",TX,77084,Consent not provided,Web,12/7/2019,Yes,Unknown,Closed with explanation
3461026,12/7/2019,Mortgage,Other type of mortgage,Trouble during payment process,No,"BSI Financial Holdings, Inc.",TX,76034,Consent not provided,Web,1/9/2020,Yes,Unknown,Closed with explanation
3458541,12/5/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,No,Mr. Cooper Group Inc.,TX,79912,Consent not provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3459015,12/5/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,Republic State Mortgage Co.,TX,75189,Consent provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3459463,12/5/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Dovenmuehle Mortgage, Inc.",TX,77080,Consent provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3458566,12/5/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"Rocket Mortgage, LLC",TX,75078,Consent provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3458862,12/5/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,78702,Consent not provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3459341,12/4/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,76036,Unknown,Referral,12/5/2019,Yes,Unknown,Closed with explanation
3458351,12/4/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,75094,Consent provided,Web,12/6/2019,Yes,Unknown,Closed with explanation
3457805,12/4/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,75230,Consent provided,Web,12/4/2019,Yes,Unknown,Closed with explanation
3458042,12/4/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"AmeriHome Mortgage Company, LLC",TX,78245,Consent provided,Web,12/4/2019,Yes,Unknown,Closed with explanation
3457799,12/4/2019,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,75094,Unknown,Phone,12/11/2019,Yes,Unknown,Closed with explanation
3457179,12/3/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,77584,Consent provided,Web,12/4/2019,Yes,Unknown,Closed with explanation
3455196,12/2/2019,Mortgage,VA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,75104,Consent not provided,Web,12/2/2019,Yes,Unknown,Closed with explanation
3455725,12/2/2019,Mortgage,FHA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77039,Consent provided,Web,12/2/2019,Yes,Unknown,Closed with explanation
3454803,12/2/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"LAKEVIEW LOAN SERVICING, LLC",TX,79424,Consent not provided,Web,12/2/2019,Yes,Unknown,Closed with explanation
3454457,12/1/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,"Shellpoint Partners, LLC",TX,75024,Consent provided,Web,12/5/2019,Yes,Unknown,Closed with explanation
3454264,11/30/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,75165,Consent not provided,Web,11/30/2019,Yes,Unknown,Closed with explanation
3453657,11/29/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,U.S. BANCORP,TX,75115,Consent provided,Web,12/4/2019,Yes,Unknown,Closed with explanation
3453475,11/29/2019,Mortgage,FHA mortgage,Trouble during payment process,Yes,Village Capital & Investment LLC,TX,77043,Consent not provided,Web,11/29/2019,Yes,Unknown,Closed with explanation
3453326,11/28/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,78239,Consent provided,Web,11/28/2019,Yes,Unknown,Closed with explanation
3455530,11/28/2019,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,No,JPMORGAN CHASE & CO.,TX,77489,Unknown,Referral,12/2/2019,Yes,Unknown,Closed with explanation
3455468,11/28/2019,Mortgage,Other type of mortgage,Closing on a mortgage,No,JPMORGAN CHASE & CO.,TX,77382,Unknown,Referral,12/2/2019,Yes,Unknown,Closed with explanation
3453735,11/27/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,NAVY FEDERAL CREDIT UNION,TX,76549,Unknown,Referral,11/29/2019,Yes,Unknown,Closed with monetary relief
3452383,11/27/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,Freedom Mortgage Company,TX,76227,Unknown,Phone,11/27/2019,Yes,Unknown,Closed with explanation
3452791,11/27/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"Dovenmuehle Mortgage, Inc.",TX,77389,Consent provided,Web,11/27/2019,Yes,Unknown,Closed with explanation
3450503,11/26/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,JPMORGAN CHASE & CO.,TX,77080,Consent not provided,Web,11/26/2019,Yes,Unknown,Closed with explanation
3451629,11/26/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,Freedom Mortgage Company,TX,78223,Consent provided,Web,11/26/2019,Yes,Unknown,Closed with explanation
3450992,11/26/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Eagle Home Mortgage, LLC",TX,77382,Unknown,Referral,11/26/2019,Yes,Unknown,Closed with explanation
3450978,11/26/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,No,JPMORGAN CHASE & CO.,TX,77450,Consent provided,Web,11/26/2019,Yes,Unknown,Closed with monetary relief
3450471,11/26/2019,Mortgage,VA mortgage,Trouble during payment process,Yes,"LD Holdings Group, LLC",TX,75068,Consent provided,Web,11/26/2019,Yes,Unknown,Closed with explanation
3452998,11/26/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,Mr. Cooper Group Inc.,TX,76065,Unknown,Referral,11/28/2019,Yes,Unknown,Closed with explanation
3450334,11/25/2019,Mortgage,VA mortgage,Trouble during payment process,No,GATEWAY FIRST BANK,TX,78245,Consent provided,Web,12/3/2019,Yes,Unknown,Closed with explanation
3449958,11/25/2019,Mortgage,VA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77070,Consent not provided,Web,12/2/2019,Yes,Unknown,Closed with monetary relief
3449696,11/25/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,77904,Unknown,Fax,11/25/2019,Yes,Unknown,Closed with explanation
3449774,11/25/2019,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,JPMORGAN CHASE & CO.,TX,75104,Consent provided,Web,11/25/2019,Yes,Unknown,Closed with explanation
3450029,11/25/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,76426,Unknown,Phone,11/25/2019,Yes,Unknown,Closed with explanation
3449117,11/24/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"Stearns Ventures, LLC",TX,77450,Consent provided,Web,11/24/2019,No,Unknown,Closed with explanation
3448230,11/23/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"Caliber Home Loans, Inc.",TX,75206,Consent provided,Web,11/23/2019,Yes,Unknown,Closed with non-monetary relief
3447497,11/22/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Dovenmuehle Mortgage, Inc.",TX,77080,Consent provided,Web,11/22/2019,Yes,Unknown,Closed with explanation
3446935,11/22/2019,Mortgage,Other type of mortgage,Trouble during payment process,No,GATEWAY FIRST BANK,TX,75287,Consent provided,Web,11/22/2019,Yes,Unknown,Closed with explanation
3446563,11/21/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,U.S. BANCORP,TX,75019,Consent provided,Web,11/21/2019,Yes,Unknown,Closed with monetary relief
3446078,11/21/2019,Mortgage,Other type of mortgage,Trouble during payment process,Yes,FCI Lender Services Inc.,TX,75035,Consent provided,Web,11/25/2019,Yes,Unknown,Closed with explanation
3446665,11/21/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,No,"PENNYMAC LOAN SERVICES, LLC.",TX,75115,Consent not provided,Web,11/21/2019,Yes,Unknown,Closed with explanation
3446084,11/21/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"TIAA, FSB",TX,75078,Consent not provided,Web,11/21/2019,Yes,Unknown,Closed with explanation
3444506,11/20/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Servis One, Inc., Titusville, PA Branch",TX,76549,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3445647,11/20/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Specialized Loan Servicing Holdings LLC,TX,76034,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3444709,11/20/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,77047,Unknown,Postal mail,11/20/2019,Yes,Unknown,Closed with explanation
3446286,11/20/2019,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78947,Unknown,Referral,11/21/2019,Yes,Unknown,Closed with monetary relief
3443972,11/20/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,TAYLOR MORRISON HOME FUNDING,TX,75082,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3444985,11/20/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,78664,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3444798,11/20/2019,Mortgage,VA mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,77375,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3446430,11/20/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",TX,75070,Unknown,Referral,11/21/2019,Yes,Unknown,Closed with explanation
3445351,11/19/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,MIDFIRST BANK,TX,76133,Unknown,Referral,11/20/2019,Yes,Unknown,Closed with explanation
3443724,11/19/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,77008,Consent provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3443426,11/19/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,Freedom Mortgage Company,TX,77009,Consent provided,Web,11/19/2019,Yes,Unknown,Closed with explanation
3442901,11/19/2019,Mortgage,Other type of mortgage,Trouble during payment process,Yes,"Shellpoint Partners, LLC",TX,75167,Unknown,Fax,11/19/2019,Yes,Unknown,Closed with explanation
3444083,11/19/2019,Mortgage,Other type of mortgage,Trouble during payment process,Yes,"Paramount GR Holdings, LLC",TX,75167,Unknown,Fax,11/19/2019,Yes,Unknown,Closed with explanation
3442680,11/19/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,BB&T CORPORATION,TX,77429,Consent provided,Web,11/19/2019,Yes,Unknown,Closed with explanation
3443431,11/19/2019,Mortgage,Conventional home mortgage,Incorrect information on your report,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,75032,Unknown,Phone,11/19/2019,Yes,Unknown,Closed with explanation
3442661,11/19/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,ALLY FINANCIAL INC.,TX,75098,Consent not provided,Web,11/21/2019,Yes,Unknown,Closed with explanation
3444650,11/19/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,76087,Unknown,Referral,11/20/2019,Yes,Unknown,Closed with explanation
3442494,11/18/2019,Mortgage,FHA mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,77545,Consent provided,Web,11/18/2019,Yes,Unknown,Closed with explanation
3442585,11/18/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,Ocwen Financial Corporation,TX,75126,Consent not provided,Web,11/19/2019,Yes,Unknown,Closed with explanation
3441406,11/18/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,"Shellpoint Partners, LLC",TX,78041,Consent provided,Web,11/18/2019,Yes,Unknown,Closed with explanation
3441391,11/17/2019,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,Freedom Mortgage Company,TX,77494,Consent provided,Web,11/17/2019,Yes,Unknown,Closed with explanation
3440603,11/16/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,76012,Consent not provided,Web,11/20/2019,Yes,Unknown,Closed with explanation
3441512,11/15/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,M&T BANK CORPORATION,TX,78063,Unknown,Referral,11/18/2019,Yes,Unknown,Closed with non-monetary relief
3439782,11/15/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,75225,Consent provided,Web,11/15/2019,Yes,Unknown,Closed with explanation
3439801,11/15/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,75077,Consent provided,Web,11/15/2019,Yes,Unknown,Closed with explanation
3439461,11/15/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,No,"IMPAC MORTGAGE HOLDINGS, INC.",TX,78759,Consent provided,Web,11/15/2019,Yes,Unknown,Closed with explanation
3438307,11/14/2019,Mortgage,VA mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,76179,Unknown,Phone,11/19/2019,Yes,Unknown,Closed with explanation
3439042,11/14/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,AMERISAVE MORTGAGE CORPORATION,TX,78132,Consent provided,Web,11/15/2019,Yes,Unknown,Closed with monetary relief
3439720,11/14/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,78633,Unknown,Referral,11/15/2019,Yes,Unknown,Closed with non-monetary relief
3438650,11/14/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"LAKEVIEW LOAN SERVICING, LLC",TX,75252,Consent not provided,Web,11/21/2019,Yes,Unknown,Closed with explanation
3437353,11/13/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77450,Consent not provided,Web,11/13/2019,Yes,Unknown,Closed with monetary relief
3436533,11/13/2019,Mortgage,FHA mortgage,Trouble during payment process,No,"PENNYMAC LOAN SERVICES, LLC.",TX,75087,Consent provided,Web,11/13/2019,Yes,Unknown,Closed with explanation
3436602,11/13/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,"LoanCare, LLC",TX,76018,Consent provided,Web,11/13/2019,Yes,Unknown,Closed with explanation
3437319,11/13/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Mr. Cooper Group Inc.,TX,77450,Unknown,Postal mail,11/13/2019,Yes,Unknown,Closed with explanation
3435695,11/12/2019,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,78664,Consent not provided,Web,11/12/2019,Yes,Unknown,Closed with explanation
3435999,11/12/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Caliber Home Loans, Inc.",TX,76504,Unknown,Phone,11/12/2019,Yes,Unknown,Closed with explanation
3436096,11/12/2019,Mortgage,Conventional home mortgage,Problem with a credit reporting company's investigation into an existing problem,No,JPMORGAN CHASE & CO.,TX,78704,Consent not provided,Web,11/14/2019,Yes,Unknown,Closed with explanation
3435693,11/12/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,77379,Other,Web,11/14/2019,Yes,Unknown,Closed with explanation
3436426,11/12/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Santander Consumer USA Holdings Inc.,TX,78681,Unknown,Referral,11/12/2019,Yes,Unknown,Closed with explanation
3435050,11/11/2019,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"PENNYMAC LOAN SERVICES, LLC.",TX,75078,Consent provided,Web,11/11/2019,Yes,Unknown,Closed with explanation
3435280,11/11/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,Opensky Legal Services,TX,77511,Consent provided,Web,11/14/2019,Yes,Unknown,Closed with monetary relief
3434837,11/11/2019,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,Freedom Mortgage Company,TX,78163,Consent not provided,Web,11/11/2019,Yes,Unknown,Closed with explanation
3432128,11/7/2019,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"PRIMELENDING, A PLAINSCAPITAL COMPANY",TX,76039,Consent provided,Web,11/8/2019,Yes,Unknown,Closed with explanation
3431331,11/7/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Statebridge Company,TX,75052,Consent provided,Web,11/7/2019,Yes,Unknown,Closed with explanation
3435987,11/6/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,WESTSTAR MORTGAGE CORPORATION,TX,76058,Unknown,Referral,11/14/2019,Yes,Unknown,Closed with explanation
3430360,11/6/2019,Mortgage,Conventional home mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,78586,Consent provided,Web,11/6/2019,Yes,Unknown,Closed with explanation
3430220,11/6/2019,Mortgage,VA mortgage,Trouble during payment process,No,Selene Finance LP,TX,78108,Other,Web,11/6/2019,Yes,Unknown,Closed with explanation
3428864,11/5/2019,Mortgage,FHA mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,76134,Consent not provided,Web,11/5/2019,Yes,Unknown,Closed with explanation
3428513,11/4/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,77479,Unknown,Referral,11/5/2019,Yes,Unknown,Closed with explanation
3428099,11/4/2019,Mortgage,Conventional home mortgage,Closing on a mortgage,No,"Rocket Mortgage, LLC",TX,77074,Consent not provided,Web,11/7/2019,Yes,Unknown,Closed with explanation
3426193,11/2/2019,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"Flagstar Bank, N.A.",TX,75067,Consent provided,Web,11/2/2019,Yes,Unknown,Closed with explanation
3425613,11/1/2019,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"Servis One, Inc., Titusville, PA Branch",TX,77375,Consent not provided,Web,11/1/2019,Yes,Unknown,Closed with explanation
