Complaint ID,Date received,Product,Sub-product,Issue,Company public response,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Timely response?,Consumer disputed?,Company response to consumer
2806993,2/8/2018,Mortgage,Other type of mortgage,Trouble during payment process,No,"Fay Servicing, LLC",TX,77584,Consent provided,Web,2/8/2018,Yes,Unknown,Closed with explanation
2807033,2/8/2018,Mortgage,VA mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,77584,Consent provided,Web,2/8/2018,Yes,Unknown,Closed with explanation
2807907,2/8/2018,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,No,"1ST ALLIANCE LENDING, LLC",TX,77082,Consent provided,Web,2/8/2018,No,Unknown,Closed with explanation
2807786,2/8/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,Yes,Specialized Loan Servicing Holdings LLC,TX,75094,Unknown,Postal mail,2/8/2018,Yes,Unknown,Closed with explanation
2806722,2/7/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,77345,Consent provided,Web,2/7/2018,Yes,Unknown,Closed with explanation
2806500,2/7/2018,Mortgage,Conventional home mortgage,Incorrect information on your report,Yes,Ocwen Financial Corporation,TX,75227,Consent provided,Web,2/7/2018,Yes,Unknown,Closed with explanation
2836795,2/7/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77573,Unknown,Referral,3/7/2018,Yes,Unknown,Closed with explanation
2807329,2/7/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77521,Unknown,Postal mail,2/7/2018,Yes,Unknown,Closed with explanation
2805771,2/7/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Real Time Group, Inc.",TX,75052,Consent provided,Web,2/7/2018,Yes,Unknown,Closed with explanation
2804260,2/5/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,"Servis One, Inc., Titusville, PA Branch",TX,77375,Consent provided,Web,2/5/2018,Yes,Unknown,Closed with explanation
2803915,2/5/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,Ocwen Financial Corporation,TX,77433,Consent provided,Web,2/5/2018,Yes,Unknown,Closed with explanation
2803875,2/5/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,78212,Consent provided,Web,2/5/2018,Yes,Unknown,Closed with explanation
2804308,2/5/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,77433,Consent provided,Web,2/6/2018,Yes,Unknown,Closed with explanation
2804659,2/5/2018,Mortgage,Conventional home mortgage,Incorrect information on your report,Yes,Freedom Mortgage Company,TX,77433,Consent provided,Web,2/5/2018,Yes,Unknown,Closed with explanation
2802649,2/3/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,77354,Consent provided,Web,2/8/2018,Yes,Unknown,Closed with explanation
2802494,2/3/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,Ditech Financial LLC,TX,79762,Other,Web,2/3/2018,Yes,Unknown,Closed with explanation
2837581,2/2/2018,Mortgage,Other type of mortgage,Trouble during payment process,Yes,"Shellpoint Partners, LLC",TX,77581,Unknown,Referral,3/8/2018,Yes,Unknown,Closed with explanation
2799986,2/1/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,79424,Consent not provided,Web,2/1/2018,Yes,Unknown,Closed with non-monetary relief
2800414,2/1/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,76244,Unknown,Postal mail,2/7/2018,Yes,Unknown,Closed with explanation
2801103,2/1/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,No,PNC Bank N.A.,TX,77505,Consent not provided,Web,2/1/2018,Yes,Unknown,Closed with explanation
2799914,2/1/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,76271,Consent not provided,Web,2/1/2018,Yes,Unknown,Closed with explanation
2799962,2/1/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,78589,Consent provided,Web,2/1/2018,Yes,Unknown,Closed with explanation
2799919,2/1/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,76036,Consent not provided,Web,2/1/2018,Yes,Unknown,Closed with explanation
2799535,1/31/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"CITIBANK, N.A.",TX,75476,Consent not provided,Web,2/1/2018,Yes,Unknown,Closed with explanation
2799612,1/31/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,79603,Consent provided,Web,1/31/2018,Yes,Unknown,Closed with explanation
2800141,1/31/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,75010,Consent not provided,Web,1/31/2018,Yes,Unknown,Closed with explanation
2799136,1/31/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,"Shellpoint Partners, LLC",TX,75071,Consent provided,Web,1/31/2018,Yes,Unknown,Closed with explanation
2799410,1/31/2018,Mortgage,VA mortgage,Trouble during payment process,No,"Pacific Union Financial, LLC",TX,77090,Consent provided,Web,1/31/2018,Yes,Unknown,Closed with explanation
2799404,1/31/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"Double Diamond-Delaware, Inc.",TX,75409,Unknown,Postal mail,3/6/2018,Yes,Unknown,Closed with explanation
2805916,1/31/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,JPMORGAN CHASE & CO.,TX,78703,Unknown,Referral,2/6/2018,Yes,Unknown,Closed with explanation
2799324,1/31/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,78227,Unknown,Postal mail,1/31/2018,Yes,Unknown,Closed with explanation
2798032,1/30/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Seterus, Inc.",TX,78574,Consent provided,Web,2/2/2018,Yes,Unknown,Closed with explanation
2798372,1/30/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,77014,Consent provided,Web,1/30/2018,Yes,Unknown,Closed with explanation
2798128,1/30/2018,Mortgage,FHA mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,75603,Consent not provided,Web,1/30/2018,Yes,Unknown,Closed with explanation
2798314,1/30/2018,Mortgage,FHA mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,77471,Consent provided,Web,1/30/2018,Yes,Unknown,Closed with explanation
2847954,1/30/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,PNC Bank N.A.,TX,77546,Unknown,Referral,3/19/2018,Yes,Unknown,Closed with explanation
2799009,1/30/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,75134,Other,Web,1/30/2018,Yes,Unknown,Closed with explanation
2798286,1/30/2018,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"BROKER SOLUTIONS, INC.",TX,78132,Consent provided,Web,1/30/2018,Yes,Unknown,Closed with explanation
2797485,1/29/2018,Mortgage,FHA mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,78664,Consent provided,Web,1/29/2018,Yes,Unknown,Closed with explanation
2796360,1/29/2018,Mortgage,Other type of mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,77450,Consent provided,Web,1/29/2018,Yes,Unknown,Closed with explanation
2796759,1/29/2018,Mortgage,FHA mortgage,Closing on a mortgage,Yes,"LoanCare, LLC",TX,76643,Consent not provided,Web,1/29/2018,Yes,Unknown,Closed with explanation
2796258,1/28/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,BOK FINANCIAL CORP,TX,75019,Consent not provided,Web,1/28/2018,Yes,Unknown,Closed with explanation
2796246,1/28/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,79119,Consent not provided,Web,1/28/2018,Yes,Unknown,Closed with explanation
2796076,1/28/2018,Mortgage,VA mortgage,Trouble during payment process,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,78239,Consent not provided,Web,1/28/2018,Yes,Unknown,Closed with explanation
2795763,1/27/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,75024,Consent not provided,Web,1/27/2018,Yes,Unknown,Closed with explanation
2794842,1/26/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Freedom Mortgage Company,TX,75230,Consent provided,Web,1/26/2018,Yes,Unknown,Closed with explanation
2794887,1/26/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,75231,Consent provided,Web,1/26/2018,Yes,Unknown,Closed with explanation
2794390,1/26/2018,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"Shellpoint Partners, LLC",TX,78250,Consent not provided,Web,1/26/2018,Yes,Unknown,Closed with explanation
2794664,1/26/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77494,Unknown,Phone,1/26/2018,Yes,Unknown,Closed with non-monetary relief
2793456,1/25/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,76063,Consent provided,Web,1/25/2018,Yes,Unknown,Closed with monetary relief
2794144,1/25/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,78216,Consent provided,Web,1/25/2018,Yes,Unknown,Closed with explanation
2794103,1/25/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,76227,Consent not provided,Web,1/25/2018,Yes,Unknown,Closed with explanation
2792549,1/25/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,78501,Consent not provided,Web,1/25/2018,Yes,Unknown,Closed with explanation
2793223,1/25/2018,Mortgage,Other type of mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,77316,Unknown,Fax,1/25/2018,Yes,Unknown,Closed with non-monetary relief
2792874,1/25/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,75134,Other,Web,1/25/2018,Yes,Unknown,Closed with explanation
2792331,1/24/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,79761,Consent provided,Web,1/24/2018,Yes,Unknown,Closed with explanation
2792300,1/24/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,BOK FINANCIAL CORP,TX,77489,Consent provided,Web,1/24/2018,Yes,Unknown,Closed with explanation
2792319,1/24/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,"PENNYMAC LOAN SERVICES, LLC.",TX,76108,Consent provided,Web,1/24/2018,Yes,Unknown,Closed with explanation
2792263,1/24/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,75243,Consent provided,Web,1/24/2018,Yes,Unknown,Closed with monetary relief
2791744,1/24/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,GATEWAY FIRST BANK,TX,78233,Consent provided,Web,1/24/2018,Yes,Unknown,Closed with monetary relief
2792140,1/24/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,75149,Other,Web,1/24/2018,Yes,Unknown,Closed with explanation
2791805,1/24/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,RoundPoint Mortgage Servicing Corporation,TX,77345,Consent not provided,Web,1/24/2018,No,Unknown,Closed with explanation
2790008,1/23/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,78723,Consent not provided,Web,1/23/2018,Yes,Unknown,Closed with explanation
2791328,1/23/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,76018,Consent provided,Web,1/23/2018,Yes,Unknown,Closed with explanation
2789987,1/23/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78723,Consent not provided,Web,1/23/2018,Yes,Unknown,Closed with explanation
2790599,1/23/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,Siwell Inc,TX,76028,Consent provided,Web,1/23/2018,Yes,Unknown,Closed with explanation
2789675,1/22/2018,Mortgage,VA mortgage,Trouble during payment process,Yes,"TRUHOME SOLUTIONS, LLC",TX,77581,Consent provided,Web,1/22/2018,Yes,Unknown,Closed with explanation
2789418,1/22/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,77088,Consent provided,Web,1/22/2018,Yes,Unknown,Closed with explanation
2789671,1/22/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,75078,Consent not provided,Web,1/22/2018,Yes,Unknown,Closed with monetary relief
2788494,1/21/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,75227,Other,Web,1/21/2018,Yes,Unknown,Closed with explanation
2789117,1/20/2018,Mortgage,Conventional home mortgage,Incorrect information on your report,No,BBVA FINANCIAL CORPORATION,TX,76244,Consent provided,Web,1/20/2018,Yes,Unknown,Closed with non-monetary relief
2789011,1/20/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"SELECT PORTFOLIO SERVICING, INC.",TX,78239,Other,Web,1/20/2018,Yes,Unknown,Closed with explanation
2794643,1/19/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,JPMORGAN CHASE & CO.,TX,75789,Unknown,Referral,1/26/2018,Yes,Unknown,Closed with explanation
2786234,1/18/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77539,Consent provided,Web,1/18/2018,Yes,Unknown,Closed with non-monetary relief
2785769,1/18/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"PRIMELENDING, A PLAINSCAPITAL COMPANY",TX,78734,Unknown,Phone,3/4/2018,Yes,Unknown,Closed with explanation
2784930,1/18/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,No,Ocwen Financial Corporation,TX,77021,Unknown,Phone,1/18/2018,Yes,Unknown,Closed with explanation
2786282,1/18/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,78641,Consent not provided,Web,1/18/2018,Yes,Unknown,Closed with explanation
2785864,1/18/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Home Point Financial Corporation,TX,78336,Unknown,Postal mail,1/23/2018,Yes,Unknown,Closed with explanation
2786255,1/18/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,Security National Financial Corp,TX,78734,Unknown,Phone,1/18/2018,Yes,Unknown,Closed with explanation
2785392,1/17/2018,Mortgage,VA mortgage,Trouble during payment process,No,"PENNYMAC LOAN SERVICES, LLC.",TX,77389,Consent provided,Web,1/17/2018,Yes,Unknown,Closed with explanation
2784787,1/17/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Shellpoint Partners, LLC",TX,77015,Consent provided,Web,1/17/2018,Yes,Unknown,Closed with explanation
2784764,1/17/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77015,Consent provided,Web,1/29/2018,Yes,Unknown,Closed with explanation
2783559,1/17/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"Flagstar Bank, N.A.",TX,75110,Consent provided,Web,1/17/2018,Yes,Unknown,Closed with monetary relief
2785523,1/17/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,WELLS FARGO & COMPANY,TX,78006,Consent provided,Web,1/17/2018,Yes,Unknown,Closed with explanation
2787352,1/17/2018,Mortgage,Other type of mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,78666,Unknown,Referral,1/19/2018,Yes,Unknown,Closed with explanation
2785227,1/17/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,"Shellpoint Partners, LLC",TX,78723,Consent not provided,Web,1/17/2018,Yes,Unknown,Closed with explanation
2783023,1/16/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,Cornerstone Home Lending Inc.,TX,77338,Consent not provided,Web,2/12/2018,Yes,Unknown,Closed with explanation
2783478,1/16/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,Yes,Ditech Financial LLC,TX,76093,Unknown,Phone,1/16/2018,Yes,Unknown,Closed with explanation
2783793,1/16/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,RoundPoint Mortgage Servicing Corporation,TX,77057,Consent provided,Web,1/16/2018,Yes,Unknown,Closed with explanation
2783197,1/16/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Ditech Financial LLC,TX,77493,Unknown,Phone,1/19/2018,Yes,Unknown,Closed with explanation
2784108,1/16/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,No,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",TX,76065,Consent provided,Web,1/16/2018,Yes,Unknown,Closed with explanation
2782426,1/15/2018,Mortgage,VA mortgage,Trouble during payment process,No,"Dovenmuehle Mortgage, Inc.",TX,77539,Consent provided,Web,1/15/2018,Yes,Unknown,Closed with explanation
2781364,1/14/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,WELLS FARGO & COMPANY,TX,77546,Consent provided,Web,1/14/2018,Yes,Unknown,Closed with monetary relief
2781545,1/14/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,75238,Consent not provided,Web,1/14/2018,Yes,Unknown,Closed with explanation
2781984,1/13/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,"LoanCare, LLC",TX,76131,Consent provided,Web,1/13/2018,Yes,Unknown,Closed with explanation
2782001,1/13/2018,Mortgage,FHA mortgage,Closing on a mortgage,No,"Rocket Mortgage, LLC",TX,79932,Consent provided,Web,1/13/2018,No,Unknown,Closed with explanation
2780755,1/13/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,78063,Unknown,Phone,1/13/2018,Yes,Unknown,Closed with explanation
2780316,1/12/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,Ocwen Financial Corporation,TX,77573,Consent provided,Web,1/12/2018,Yes,Unknown,Closed with explanation
2780578,1/12/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,Ocwen Financial Corporation,TX,77581,Unknown,Postal mail,1/12/2018,Yes,Unknown,Closed with explanation
2779638,1/11/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,78016,Consent not provided,Web,1/11/2018,Yes,Unknown,Closed with explanation
2778786,1/11/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,"SUNTRUST BANKS, INC.",TX,76021,Consent not provided,Web,1/11/2018,Yes,Unknown,Closed with explanation
2787541,1/11/2018,Mortgage,Other type of mortgage,Struggling to pay mortgage,Yes,"Seterus, Inc.",TX,77057,Unknown,Referral,1/19/2018,Yes,Unknown,Closed with explanation
2779498,1/11/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,75104,Consent provided,Web,1/11/2018,Yes,Unknown,Closed with explanation
2783236,1/11/2018,Mortgage,Other type of mortgage,Trouble during payment process,Yes,"Flagstar Bank, N.A.",TX,77430,Unknown,Referral,1/19/2018,Yes,Unknown,Closed with explanation
2776259,1/10/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,77584,Consent provided,Web,1/10/2018,Yes,Unknown,Closed with explanation
2778474,1/10/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,ROYAL UNITED MORTGAGE LLC,TX,75104,Consent provided,Web,1/10/2018,Yes,Unknown,Closed with explanation
2777872,1/10/2018,Mortgage,FHA mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,77389,Consent provided,Web,1/10/2018,Yes,Unknown,Closed with explanation
2778346,1/10/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,76123,Consent not provided,Web,1/10/2018,Yes,Unknown,Closed with explanation
2778235,1/9/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,77494,Unknown,Referral,1/10/2018,Yes,Unknown,Closed with explanation
2776666,1/9/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,Ditech Financial LLC,TX,77357,Consent provided,Web,1/9/2018,Yes,Unknown,Closed with explanation
2776785,1/9/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,"SUNTRUST BANKS, INC.",TX,77539,Consent provided,Web,1/9/2018,Yes,Unknown,Closed with non-monetary relief
2776306,1/9/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,76002,Consent not provided,Web,1/9/2018,Yes,Unknown,Closed with explanation
2775162,1/8/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,77096,Consent provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2774900,1/8/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,CORELOGIC INC,TX,77385,Consent provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2774954,1/8/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,RoundPoint Mortgage Servicing Corporation,TX,76028,Consent provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2774970,1/8/2018,Mortgage,FHA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77535,Consent provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2774989,1/8/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Yes,"PulteGroup, Inc.",TX,77494,Consent provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2775620,1/8/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,Cornerstone Home Lending Inc.,TX,77056,Consent provided,Web,2/12/2018,Yes,Unknown,Closed with explanation
2774956,1/8/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,Yes,Ocwen Financial Corporation,TX,77489,Consent not provided,Web,1/8/2018,Yes,Unknown,Closed with explanation
2774597,1/7/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,76031,Other,Web,1/7/2018,Yes,Unknown,Closed with explanation
2773860,1/6/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,Ocwen Financial Corporation,TX,79924,Consent provided,Web,1/6/2018,Yes,Unknown,Closed with explanation
2773844,1/6/2018,Mortgage,Conventional home mortgage,Closing on a mortgage,No,CAPITAL ONE FINANCIAL CORPORATION,TX,75071,Consent not provided,Web,1/6/2018,Yes,Unknown,Closed with explanation
2773389,1/5/2018,Mortgage,Conventional home mortgage,Trouble during payment process,No,JPMORGAN CHASE & CO.,TX,75077,Consent provided,Web,1/5/2018,Yes,Unknown,Closed with explanation
2772289,1/5/2018,Mortgage,VA mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,78239,Consent not provided,Web,1/5/2018,Yes,Unknown,Closed with explanation
2773409,1/5/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,"CARRINGTON MORTGAGE SERVICES, LLC",TX,79936,Other,Web,1/5/2018,Yes,Unknown,Closed with explanation
2771649,1/4/2018,Mortgage,FHA mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,75052,Consent provided,Web,1/4/2018,Yes,Unknown,Closed with explanation
2773100,1/4/2018,Mortgage,Other type of mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,78747,Unknown,Referral,1/5/2018,Yes,Unknown,Closed with explanation
2770953,1/3/2018,Mortgage,Conventional home mortgage,Trouble during payment process,Yes,WELLS FARGO & COMPANY,TX,77096,Consent provided,Web,1/3/2018,Yes,Unknown,Closed with non-monetary relief
2771410,1/3/2018,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,76904,Consent provided,Web,1/3/2018,Yes,Unknown,Closed with explanation
2770786,1/3/2018,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Yes,"Shellpoint Partners, LLC",TX,78612,Consent not provided,Web,1/3/2018,Yes,Unknown,Closed with explanation
2769731,1/2/2018,Mortgage,FHA mortgage,Incorrect information on your report,Yes,ROCKY MOUNTAIN MORTGAGE COMPANY,TX,76022,Consent not provided,Web,1/2/2018,Yes,Unknown,Closed with explanation
2770748,1/2/2018,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,No,BOK FINANCIAL CORP,TX,77530,Unknown,Referral,1/3/2018,Yes,Unknown,Closed with explanation
2768863,1/1/2018,Mortgage,FHA mortgage,Trouble during payment process,No,"Pacific Union Financial, LLC",TX,78664,Consent not provided,Web,1/1/2018,Yes,Unknown,Closed with explanation
2768491,12/31/2017,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,PHH Mortgage Services Corporation,TX,76137,Other,Web,12/31/2017,Yes,Unknown,Closed with explanation
2767932,12/30/2017,Mortgage,Conventional home mortgage,Trouble during payment process,No,FIFTH THIRD FINANCIAL CORPORATION,TX,78702,Consent provided,Web,12/30/2017,Yes,Unknown,Closed with non-monetary relief
2768580,12/30/2017,Mortgage,FHA mortgage,Trouble during payment process,No,"PENNYMAC LOAN SERVICES, LLC.",TX,75089,Consent not provided,Web,12/30/2017,Yes,Unknown,Closed with explanation
2767953,12/30/2017,Mortgage,FHA mortgage,Struggling to pay mortgage,Yes,WELLS FARGO & COMPANY,TX,76131,Consent provided,Web,12/30/2017,Yes,Unknown,Closed with non-monetary relief
2767341,12/29/2017,Mortgage,FHA mortgage,Struggling to pay mortgage,No,JPMORGAN CHASE & CO.,TX,75043,Consent provided,Web,12/29/2017,Yes,Unknown,Closed with explanation
2767115,12/29/2017,Mortgage,Other type of mortgage,Trouble during payment process,No,"Fay Servicing, LLC",TX,75501,Consent provided,Web,12/29/2017,Yes,Unknown,Closed with explanation
2767540,12/29/2017,Mortgage,VA mortgage,Struggling to pay mortgage,No,"PENNYMAC LOAN SERVICES, LLC.",TX,79762,Consent provided,Web,12/29/2017,Yes,Unknown,Closed with explanation
2766951,12/29/2017,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,76028,Consent not provided,Web,12/29/2017,Yes,Unknown,Closed with explanation
2766061,12/28/2017,Mortgage,Conventional home mortgage,Trouble during payment process,No,NATIONSTAR MORTGAGE LLC,TX,77377,Unknown,Referral,12/28/2017,Yes,Unknown,Closed with explanation
2766772,12/28/2017,Mortgage,Conventional home mortgage,Struggling to pay mortgage,No,NATIONSTAR MORTGAGE LLC,TX,75216,Other,Web,12/28/2017,Yes,Unknown,Closed with explanation
2766235,12/28/2017,Mortgage,VA mortgage,Struggling to pay mortgage,Yes,"CITIBANK, N.A.",TX,75126,Other,Web,12/28/2017,Yes,Unknown,Closed with explanation
